Node Number	Equivalent (von-Mises) Stress (Pa)
729	0.
729	0.
730	0.
730	0.
731	0.
731	0.
732	0.
732	0.
733	0.
733	0.
734	0.
734	0.
735	0.
735	0.
736	0.
736	0.
737	0.
737	0.
738	79707
738	82347
739	0.
739	0.
740	0.
740	0.
741	0.
741	0.
742	0.
742	0.
743	0.
743	0.
744	0.
744	0.
745	0.
745	0.
746	0.
746	0.
747	0.
747	0.
748	0.
748	0.
749	0.
749	0.
750	0.
750	0.
751	0.
751	0.
752	0.
752	0.
753	0.
753	0.
754	0.
754	0.
755	0.
755	0.
756	0.
756	0.
757	0.
757	0.
758	0.
758	0.
759	0.
759	0.
760	0.
760	0.
761	0.
761	0.
762	0.
762	0.
763	0.
763	0.
764	0.
764	0.
765	0.
765	0.
766	0.
766	0.
767	0.
767	0.
768	0.
768	0.
769	0.
769	0.
770	0.
770	0.
771	0.
771	0.
772	0.
772	0.
773	0.
773	0.
774	0.
774	0.
775	0.
775	0.
776	0.
776	0.
777	0.
777	0.
778	0.
778	0.
779	0.
779	0.
780	0.
780	0.
781	0.
781	0.
782	0.
782	0.
783	0.
783	0.
784	0.
784	0.
785	0.
785	0.
786	0.
786	0.
787	0.
787	0.
788	0.
788	0.
789	0.
789	0.
790	0.
790	0.
791	5.6917e+005
791	8.7597e+005
792	5.6704e+005
792	1.0583e+006
793	7.286e+005
793	1.1474e+006
794	4.0038e+005
794	1.5896e+006
795	1.158e+006
795	1.5237e+006
796	1.5242e+006
796	9.7565e+005
797	7.3318e+005
797	7.5282e+005
798	1.0646e+006
798	5.371e+005
799	1.3805e+006
799	1.6233e+006
800	2.1526e+006
800	1.7006e+006
801	2.2579e+006
801	1.7357e+006
802	9.1108e+005
802	1.7025e+006
803	5.0508e+005
803	5.6094e+005
804	4.0349e+005
804	1.5392e+005
805	1.6234e+006
805	1.0678e+006
806	8.9662e+005
806	9.6166e+005
807	9.6492e+005
807	1.0668e+006
808	9.2708e+005
808	3.4831e+005
809	1.8017e+006
809	1.7798e+006
810	1.3605e+006
810	1.0446e+006
811	1.0003e+006
811	8.3607e+005
812	9.7547e+005
812	6.969e+005
813	1.4981e+006
813	1.0377e+006
814	1.3654e+006
814	8.4063e+005
815	1.8911e+006
815	5.62e+005
816	2.2178e+006
816	1.0547e+006
817	1.2663e+006
817	1.2106e+006
818	8.2641e+005
818	2.594e+005
819	1.1426e+006
819	1.2524e+006
820	8.022e+005
820	1.0313e+006
821	1.247e+006
821	9.6819e+005
822	1.2071e+006
822	3.267e+005
823	2.0187e+006
823	1.4424e+006
824	1.1339e+006
824	8.8236e+005
825	1.6413e+006
825	1.0283e+006
826	1.93e+006
826	2.0687e+006
827	1.3539e+006
827	1.9769e+006
828	1.7549e+006
828	1.1761e+006
829	1.7473e+006
829	1.3772e+006
830	2.7023e+006
830	2.2022e+006
831	1.2019e+006
831	1.9801e+006
832	8.5799e+005
832	1.6108e+006
833	1.0013e+006
833	1.4466e+006
834	1.4467e+006
834	1.7512e+006
835	9.2406e+005
835	1.5278e+006
836	1.3161e+006
836	8.2144e+005
837	9.1625e+005
837	8.5799e+005
838	2.3641e+006
838	1.3758e+006
839	2.9389e+006
839	1.7366e+006
840	2.4302e+006
840	7.9698e+005
841	1.9677e+006
841	1.6726e+006
842	1.8146e+006
842	6.9962e+005
843	1.5927e+006
843	1.6401e+006
844	2.346e+006
844	3.0228e+006
845	2.8502e+006
845	1.8665e+006
846	1.731e+006
846	1.8133e+006
847	2.5746e+006
847	2.3231e+006
848	3.3392e+006
848	1.8236e+006
849	1.9725e+006
849	2.8604e+006
850	3.9828e+006
850	2.8947e+006
851	4.495e+005
851	1.5628e+006
852	1.2569e+006
852	1.3665e+006
853	7.7803e+005
853	1.1988e+006
854	2.5207e+006
854	3.2637e+006
855	3.3101e+006
855	2.9732e+006
856	1.0131e+006
856	1.65e+006
857	1.1688e+006
857	8.3251e+005
858	2.5753e+006
858	2.1159e+006
859	1.0838e+006
859	1.077e+006
860	1.3846e+006
860	6.0963e+005
861	2.2863e+006
861	1.7685e+006
862	2.8642e+006
862	1.8175e+006
863	1.5125e+006
863	1.0394e+006
864	1.4156e+006
864	2.0713e+006
865	9.9555e+005
865	1.9683e+006
866	9.6264e+005
866	4.0086e+006
867	1.796e+006
867	3.6576e+006
868	2.7657e+005
868	5.9023e+005
869	6.9082e+005
869	7.1658e+005
870	2.0081e+006
870	2.8216e+006
871	2.2791e+006
871	2.1036e+006
872	2.1635e+006
872	2.1028e+006
873	2.0624e+006
873	2.37e+006
874	1.5864e+006
874	1.4957e+006
875	1.4261e+006
875	1.6482e+006
876	1.6319e+006
876	1.7004e+006
877	1.4367e+006
877	1.4853e+006
878	2.0099e+006
878	3.0143e+006
879	2.2157e+006
879	2.9028e+006
880	1.6483e+006
880	9.9923e+005
881	1.652e+006
881	1.628e+006
882	1.0964e+006
882	4.1255e+005
883	1.3517e+006
883	1.5237e+006
884	2.5949e+006
884	1.4331e+006
885	2.4072e+006
885	2.7463e+006
886	3.327e+006
886	2.7038e+006
887	6.2468e+005
887	1.1654e+006
888	1.8592e+006
888	1.0727e+006
889	5.7898e+005
889	1.365e+006
890	1.4655e+006
890	1.7424e+006
891	2.6002e+006
891	3.5422e+006
892	3.3365e+006
892	2.2098e+006
893	4.3528e+006
893	2.8195e+006
894	3.9491e+006
894	2.3971e+006
895	1.4538e+006
895	8.3191e+005
896	2.4814e+006
896	1.4427e+006
897	2.8218e+006
897	1.96e+006
898	1.9437e+006
898	1.0072e+006
899	1.6709e+006
899	1.8467e+006
900	1.7383e+006
900	1.558e+006
901	1.3382e+006
901	9.8365e+005
902	3.8851e+005
902	1.0099e+006
903	2.0748e+006
903	1.1097e+006
904	2.3252e+006
904	1.5008e+006
905	2.8113e+006
905	1.6646e+006
906	2.5629e+006
906	1.5511e+006
907	2.5942e+006
907	1.2303e+006
908	1.2781e+006
908	1.0221e+006
909	2.3154e+006
909	4.7422e+006
910	2.008e+006
910	3.1092e+006
911	2.2689e+006
911	2.5792e+006
912	2.6194e+006
912	1.926e+006
913	3.0371e+006
913	1.4825e+006
914	6.2271e+006
914	3.7793e+006
915	2.1467e+006
915	1.8144e+006
916	3.1204e+006
916	3.7828e+006
917	3.1439e+006
917	2.914e+006
918	2.9532e+006
918	2.7854e+006
919	2.781e+006
919	2.5995e+006
920	1.112e+006
920	1.6256e+006
921	1.8438e+006
921	1.1493e+006
922	1.4708e+006
922	1.8374e+006
923	2.5247e+006
923	1.6149e+006
924	6.2642e+006
924	6.4584e+006
925	2.7682e+006
925	2.9859e+006
926	2.133e+006
926	1.4054e+006
927	1.3736e+006
927	3.0388e+006
928	1.5735e+006
928	1.7973e+006
929	3.5316e+006
929	3.285e+006
930	2.8465e+006
930	3.3186e+006
931	5.2647e+006
931	4.8543e+006
932	2.081e+006
932	1.9637e+006
933	2.9273e+006
933	3.5752e+006
934	2.5389e+006
934	3.2245e+006
935	1.2324e+006
935	1.9116e+006
936	2.9697e+006
936	3.3189e+006
937	2.1162e+006
937	3.605e+006
938	5.6954e+006
938	1.3829e+007
939	4.0153e+006
939	4.3373e+006
940	3.1837e+006
940	4.2077e+006
941	4.1162e+006
941	3.7919e+006
942	3.1089e+006
942	1.9069e+006
943	2.1047e+006
943	1.3376e+006
944	3.3458e+006
944	2.0865e+006
945	2.0542e+006
945	1.0842e+006
946	1.7166e+006
946	2.7043e+006
947	8.1892e+006
947	7.1233e+006
948	1.28e+006
948	2.3492e+006
949	3.0389e+006
949	1.9773e+006
950	2.3444e+006
950	8.1883e+005
951	3.253e+006
951	3.5712e+006
952	1.3646e+006
952	1.6424e+006
953	1.7116e+006
953	1.862e+006
954	1.1982e+006
954	1.9863e+006
955	2.1707e+006
955	5.5843e+005
956	2.5474e+006
956	2.394e+006
957	1.6807e+006
957	4.457e+005
958	2.2736e+006
958	1.3279e+006
959	2.9045e+006
959	2.2332e+006
960	1.0919e+006
960	2.0081e+006
961	2.2731e+006
961	2.0568e+006
962	2.3392e+006
962	2.1735e+006
963	2.1814e+006
963	1.6486e+006
964	8.0584e+005
964	7.5059e+005
965	3.1336e+006
965	2.4351e+006
966	4.3693e+006
966	4.5965e+006
967	3.5835e+006
967	1.583e+006
968	2.2246e+006
968	2.0304e+006
969	1.4561e+006
969	1.2396e+006
970	2.8287e+006
970	1.9448e+006
971	3.8557e+006
971	2.036e+006
972	5.1297e+006
972	2.6463e+006
973	1.8383e+006
973	1.3745e+006
974	2.5528e+006
974	2.2132e+006
975	1.9572e+006
975	1.3143e+006
976	1.4677e+006
976	1.3032e+006
977	1.6034e+006
977	1.4134e+006
978	1.2971e+006
978	2.2183e+006
979	1.5139e+006
979	2.1628e+006
980	7.8554e+005
980	1.0583e+006
981	5.7187e+005
981	8.3963e+005
982	1.1926e+006
982	1.5121e+006
983	1.7636e+006
983	1.7e+006
984	9.8789e+005
984	8.4435e+005
985	1.9394e+006
985	9.9005e+005
986	2.4692e+006
986	2.1327e+006
987	1.9679e+006
987	1.3333e+006
988	8.0862e+005
988	3.706e+005
989	1.498e+006
989	1.6091e+006
990	6.8454e+005
990	8.851e+005
991	1.5273e+006
991	1.3287e+006
992	6.4126e+005
992	9.2457e+005
993	1.5724e+006
993	1.2294e+006
994	3.0842e+006
994	2.3377e+006
995	4.2453e+006
995	2.1131e+006
996	2.5915e+006
996	2.427e+006
997	2.4387e+006
997	2.1389e+006
998	1.2907e+006
998	2.7046e+005
999	1.5443e+006
999	2.7382e+006
1000	1.1524e+006
1000	5.7612e+005
1001	1.8511e+006
1001	1.6183e+006
1002	1.1159e+006
1002	5.6855e+005
1003	1.9748e+006
1003	1.316e+006
1004	2.7464e+006
1004	2.3183e+006
1005	4.0258e+006
1005	3.1723e+006
1006	3.1771e+006
1006	4.1781e+006
1007	4.0667e+006
1007	4.1229e+006
1008	2.6382e+006
1008	2.1881e+006
1009	9.1806e+005
1009	8.5229e+005
1010	1.4642e+006
1010	1.6185e+006
1011	6.343e+005
1011	7.7572e+005
1012	1.8486e+006
1012	1.4204e+006
1013	1.9429e+006
1013	1.784e+006
1014	2.2451e+006
1014	1.7294e+006
1015	3.0202e+006
1015	2.2037e+006
1016	2.5929e+006
1016	1.3079e+006
1017	3.0909e+006
1017	3.2523e+006
1018	2.85e+006
1018	1.729e+006
1019	1.8791e+006
1019	1.6956e+006
1020	2.9818e+006
1020	3.22e+006
1021	2.0897e+006
1021	2.5032e+006
1022	2.8532e+006
1022	3.6552e+006
1023	3.1584e+006
1023	2.7934e+006
1024	2.2124e+006
1024	1.7171e+006
1025	4.4712e+006
1025	3.2092e+006
1026	2.1255e+006
1026	1.6739e+006
1027	2.4989e+006
1027	2.1041e+006
1028	3.9054e+006
1028	3.9205e+006
1029	7.2595e+006
1029	8.3729e+006
1030	4.6939e+006
1030	5.3507e+006
1031	1.5772e+006
1031	1.5748e+006
1032	2.0395e+006
1032	2.9815e+006
1033	4.936e+006
1033	4.7559e+006
1034	4.1122e+006
1034	3.1448e+006
1035	8.4552e+005
1035	1.3013e+006
1036	2.5373e+006
1036	3.6874e+006
1037	2.6921e+006
1037	2.3562e+006
1038	1.9411e+006
1038	1.7747e+006
1039	2.5288e+006
1039	2.1848e+006
1040	3.1013e+006
1040	3.1363e+006
1041	1.7352e+006
1041	2.5228e+006
1042	3.4445e+006
1042	2.4823e+006
1043	2.2856e+006
1043	2.4362e+006
1044	3.1962e+006
1044	1.6894e+006
1045	1.1612e+006
1045	1.4826e+006
1046	1.9815e+006
1046	1.7131e+006
1047	3.1992e+006
1047	3.5403e+006
1048	4.4607e+006
1048	4.3975e+006
1049	1.335e+006
1049	1.4131e+006
1050	1.897e+006
1050	3.1796e+006
1051	2.6044e+006
1051	2.3046e+006
1052	9.6671e+005
1052	6.2375e+005
1053	3.7523e+005
1053	3.0019e+005
1054	8.1955e+005
1054	9.5426e+005
1055	2.0832e+006
1055	1.6958e+006
1056	1.9797e+006
1056	9.0673e+005
1057	2.8911e+006
1057	1.818e+006
1058	2.1371e+006
1058	1.7435e+006
1059	2.1758e+006
1059	2.9163e+006
1060	2.7241e+006
1060	3.7236e+006
1061	2.9575e+006
1061	2.8734e+006
1062	1.2875e+006
1062	1.7741e+006
1063	1.7696e+006
1063	1.3634e+006
1064	2.9706e+006
1064	2.0322e+006
1065	1.706e+006
1065	2.1553e+006
1066	2.7195e+006
1066	1.105e+006
1067	2.299e+006
1067	1.921e+006
1068	2.9296e+006
1068	2.7474e+006
1069	4.7304e+006
1069	3.4962e+006
1070	3.4174e+005
1070	1.0905e+006
1071	1.0622e+006
1071	1.1487e+006
1072	2.408e+006
1072	2.1503e+006
1073	2.6488e+005
1073	3.0444e+005
1074	1.149e+005
1074	3.951e+005
1075	1.2665e+006
1075	9.5587e+005
1076	5.6736e+005
1076	4.9433e+005
1077	2.9708e+006
1077	2.2648e+006
1078	6.4272e+005
1078	1.0336e+006
1079	1.1249e+006
1079	1.0265e+006
1080	6.8849e+005
1080	1.019e+006
1081	1.3071e+006
1081	1.3201e+006
1082	2.5447e+006
1082	3.1514e+006
1083	1.1179e+006
1083	8.2863e+005
1084	1.7188e+006
1084	1.8311e+006
1085	2.5224e+006
1085	2.0802e+006
1086	2.0501e+006
1086	1.5026e+006
1087	1.7312e+006
1087	1.2277e+006
1088	1.7423e+006
1088	1.6232e+006
1089	1.99e+006
1089	9.5977e+005
1090	6.2645e+006
1090	6.084e+006
1091	2.6514e+006
1091	3.8775e+006
1092	6.2616e+005
1092	9.8905e+005
1093	1.1796e+006
1093	1.0066e+006
1094	1.2553e+006
1094	1.063e+006
1095	1.9595e+006
1095	2.0611e+006
1096	8.9466e+005
1096	7.3909e+005
1097	2.4255e+006
1097	2.3799e+006
1098	4.5736e+006
1098	4.8477e+006
1099	2.3304e+006
1099	2.5766e+006
1100	9.135e+005
1100	1.5189e+006
1101	1.911e+006
1101	1.8739e+006
1102	8.8469e+005
1102	1.0213e+006
1103	7.3341e+005
1103	1.5286e+006
1104	1.666e+006
1104	1.1865e+006
1105	1.6838e+006
1105	2.0158e+006
1106	5.2549e+006
1106	6.3469e+006
1107	2.0867e+006
1107	2.7074e+006
1108	2.3078e+006
1108	2.0305e+006
1109	1.4341e+006
1109	1.5201e+006
1110	1.698e+006
1110	1.7513e+006
1111	1.2688e+006
1111	1.3294e+006
1112	6.8465e+005
1112	1.5886e+006
1113	9.7612e+005
1113	1.8704e+006
1114	2.4894e+006
1114	2.0587e+006
1115	2.3219e+006
1115	2.1014e+006
1116	3.4427e+006
1116	3.7636e+006
1117	3.8425e+006
1117	3.3508e+006
1118	2.3603e+006
1118	2.3189e+006
1119	1.3703e+006
1119	2.4779e+006
1120	1.8357e+006
1120	2.1761e+006
1121	1.6663e+006
1121	1.3529e+006
1122	1.2131e+006
1122	8.167e+005
1123	1.8078e+006
1123	1.2124e+006
1124	1.1736e+006
1124	1.7582e+006
1125	2.2567e+006
1125	3.1812e+006
1126	1.194e+006
1126	1.7645e+006
1127	2.5666e+006
1127	1.6765e+006
1128	2.1998e+006
1128	1.3724e+006
1129	8.7281e+005
1129	2.9947e+006
1130	1.4e+006
1130	1.788e+006
1131	1.1121e+006
1131	1.3265e+006
1132	2.1966e+006
1132	2.3886e+006
1133	2.7856e+006
1133	1.9358e+006
1134	3.0732e+006
1134	2.538e+006
1135	3.9838e+006
1135	2.5075e+006
1136	2.9011e+006
1136	3.9687e+006
1137	4.1153e+006
1137	3.3763e+006
1138	1.1639e+006
1138	1.1884e+006
1139	2.8594e+006
1139	1.4365e+006
1140	5.9638e+006
1140	2.5396e+006
1141	2.4901e+006
1141	2.3154e+006
1142	1.9923e+006
1142	1.1322e+006
1143	4.0469e+006
1143	2.5001e+006
1144	4.0623e+006
1144	2.9237e+006
1145	2.3246e+006
1145	2.3171e+006
1146	3.1773e+006
1146	4.316e+006
1147	1.776e+006
1147	2.4437e+006
1148	2.9833e+006
1148	2.8975e+006
1149	2.1261e+006
1149	3.2328e+006
1150	6.1824e+006
1150	4.5076e+006
1151	1.2129e+006
1151	1.938e+006
1152	1.6003e+006
1152	2.5574e+006
1153	1.6571e+006
1153	1.5426e+006
1154	3.9615e+006
1154	3.1351e+006
1155	2.9106e+006
1155	2.1536e+006
1156	3.9529e+006
1156	1.4078e+006
1157	2.0609e+006
1157	3.6457e+006
1158	1.9004e+006
1158	1.9234e+006
1159	1.5301e+006
1159	3.0108e+006
1160	1.9804e+006
1160	3.2935e+006
1161	2.1079e+006
1161	2.1558e+006
1162	2.4978e+006
1162	2.9408e+006
1163	3.178e+006
1163	3.6341e+006
1164	1.531e+006
1164	1.7574e+006
1165	1.5951e+006
1165	2.0811e+006
1166	3.6623e+006
1166	2.8858e+006
1167	1.9835e+006
1167	1.752e+006
1168	1.8942e+006
1168	2.9219e+006
1169	2.5699e+006
1169	2.9855e+006
1170	2.1447e+006
1170	2.1444e+006
1171	2.4679e+006
1171	2.0798e+006
1172	3.3678e+006
1172	2.0577e+006
1173	1.6293e+006
1173	2.2007e+006
1174	2.1983e+006
1174	3.4446e+006
1175	1.8563e+006
1175	3.0967e+006
1176	8.4761e+005
1176	3.9642e+005
1177	1.1548e+006
1177	4.2096e+005
1178	1.535e+006
1178	1.332e+006
1179	8.8838e+005
1179	1.5027e+006
1180	8.0875e+005
1180	2.6629e+005
1181	3.1767e+006
1181	2.2799e+006
1182	1.3966e+006
1182	1.2881e+006
1183	2.0111e+006
1183	1.7479e+006
1184	9.6098e+005
1184	7.2092e+005
1185	2.6541e+006
1185	2.232e+006
1186	4.3755e+005
1186	9.8767e+005
1187	7.3462e+005
1187	1.2533e+006
1188	7.1522e+005
1188	5.951e+005
1189	1.8966e+006
1189	1.4885e+006
1190	8.2612e+005
1190	7.6507e+005
1191	4.8608e+006
1191	4.5653e+006
1192	1.3071e+006
1192	1.4065e+006
1193	1.5994e+006
1193	8.1513e+005
1194	1.4089e+006
1194	1.184e+006
1195	8.2755e+006
1195	6.2761e+006
1196	1.9974e+006
1196	2.6788e+006
1197	2.5381e+006
1197	1.6717e+006
1198	2.0598e+006
1198	1.9443e+006
1199	1.5936e+006
1199	1.1789e+006
1200	2.6332e+006
1200	3.1501e+006
1201	3.2541e+006
1201	3.9914e+006
1202	3.1523e+006
1202	2.519e+006
1203	4.2779e+006
1203	4.2533e+006
1204	2.316e+006
1204	2.3103e+006
1205	2.4798e+006
1205	2.363e+006
1206	2.27e+006
1206	1.0993e+006
1207	9.537e+005
1207	1.4395e+006
1208	2.0705e+006
1208	2.3064e+006
1209	7.303e+005
1209	1.1862e+006
1210	1.1004e+006
1210	1.7806e+006
1211	2.5351e+006
1211	1.5534e+006
1212	8.8123e+005
1212	1.2011e+006
1213	5.9624e+005
1213	1.0987e+006
1214	8.0127e+005
1214	5.791e+005
1215	8.8851e+005
1215	3.6375e+005
1216	3.4246e+006
1216	1.8332e+006
1217	2.5132e+006
1217	2.169e+006
1218	2.3671e+006
1218	1.3396e+006
1219	2.9165e+006
1219	2.9434e+006
1220	1.8706e+006
1220	1.3657e+006
1221	1.5152e+006
1221	2.6142e+006
1222	1.5972e+006
1222	1.4318e+006
1223	1.9556e+006
1223	1.8015e+006
1224	2.7289e+006
1224	2.0093e+006
1225	2.1335e+006
1225	2.4365e+006
1226	1.1226e+006
1226	4.7113e+005
1227	4.9044e+006
1227	4.191e+006
1228	2.3022e+006
1228	2.2976e+006
1229	1.3567e+006
1229	1.6494e+006
1230	1.5502e+006
1230	1.622e+006
1231	1.2751e+006
1231	2.1059e+006
1232	2.0912e+006
1232	2.5197e+006
1233	4.4746e+006
1233	3.638e+006
1234	2.5191e+006
1234	2.857e+006
1235	1.7467e+006
1235	4.6553e+006
1236	3.1458e+006
1236	5.2374e+006
1237	2.3203e+006
1237	2.6305e+006
1238	4.5897e+006
1238	3.0687e+006
1239	2.4134e+006
1239	2.1736e+006
1240	1.8077e+006
1240	3.2742e+006
1241	3.7252e+006
1241	4.2372e+006
1242	2.0573e+006
1242	3.9062e+006
1243	2.0636e+006
1243	2.0018e+006
1244	3.2578e+006
1244	3.3162e+006
1245	2.0194e+006
1245	1.2464e+006
1246	4.251e+006
1246	3.0678e+006
1247	2.8609e+006
1247	4.2605e+006
1248	3.3889e+006
1248	4.3694e+006
1249	4.1136e+006
1249	4.9673e+006
1250	2.243e+006
1250	2.9129e+006
1251	3.3071e+006
1251	2.2913e+006
1252	2.7118e+006
1252	2.2495e+006
1253	1.3079e+006
1253	1.5799e+006
1254	2.8364e+006
1254	1.836e+006
1255	4.2591e+006
1255	2.6169e+006
1256	2.9048e+006
1256	2.2964e+006
1257	1.7749e+006
1257	1.5539e+006
1258	3.582e+006
1258	1.8548e+006
1259	2.3011e+006
1259	1.6279e+006
1260	2.7888e+006
1260	3.432e+006
1261	2.781e+006
1261	2.1004e+006
1262	1.9953e+006
1262	2.6566e+006
1263	8.2243e+005
1263	2.8641e+006
1264	3.234e+006
1264	1.9539e+006
1265	1.6541e+006
1265	1.0973e+006
1266	2.6279e+006
1266	2.1936e+006
1267	3.2633e+006
1267	2.049e+006
1268	2.2218e+006
1268	3.9202e+006
1269	2.0139e+006
1269	2.5411e+006
1270	7.8704e+005
1270	9.947e+005
1271	1.4046e+005
1271	4.9942e+005
1272	1.0315e+006
1272	1.2535e+006
1273	1.8178e+006
1273	2.3946e+006
1274	2.3607e+006
1274	3.076e+006
1275	1.9289e+006
1275	1.5176e+006
1276	1.4781e+006
1276	1.2936e+006
1277	6.3289e+005
1277	3.1987e+005
1278	1.339e+006
1278	1.145e+006
1279	7.8011e+005
1279	9.275e+005
1280	1.4273e+006
1280	7.7531e+005
1281	2.0081e+006
1281	1.4367e+006
1282	4.0406e+006
1282	3.8972e+006
1283	1.9033e+006
1283	1.7808e+006
1284	2.7944e+006
1284	2.4013e+006
1285	8.8847e+005
1285	7.5625e+005
1286	8.8432e+005
1286	3.2506e+005
1287	3.3721e+006
1287	2.2307e+006
1288	4.6408e+006
1288	3.2326e+006
1289	2.5614e+005
1289	4.943e+005
1290	7.5444e+005
1290	1.6158e+006
1291	2.2825e+006
1291	1.9762e+006
1292	1.9815e+006
1292	2.498e+006
1293	1.4578e+006
1293	8.756e+005
1294	3.1002e+006
1294	2.0455e+006
1295	1.6947e+006
1295	1.2059e+006
1296	2.5946e+006
1296	2.1049e+006
1297	2.336e+006
1297	2.6189e+006
1298	3.1423e+006
1298	2.1558e+006
1299	3.8956e+006
1299	3.0721e+006
1300	2.8556e+006
1300	9.3397e+005
1301	2.9724e+006
1301	2.0976e+006
1302	1.5369e+006
1302	1.8565e+006
1303	1.2682e+006
1303	4.4335e+005
1304	1.7479e+006
1304	9.4383e+005
1305	3.6268e+006
1305	4.9271e+006
1306	7.7267e+005
1306	1.3303e+006
1307	1.9066e+006
1307	1.6284e+006
1308	2.7554e+006
1308	2.1666e+006
1309	1.6369e+006
1309	1.5824e+006
1310	2.6771e+006
1310	2.5236e+006
1311	2.1896e+006
1311	1.8739e+006
1312	2.088e+006
1312	2.4179e+006
1313	1.045e+006
1313	1.9815e+006
1314	2.588e+006
1314	2.4928e+006
1315	2.0057e+006
1315	1.1551e+006
1316	2.7276e+006
1316	2.6218e+006
1317	7.4201e+005
1317	1.616e+006
1318	1.9487e+006
1318	2.0883e+006
1319	1.7865e+006
1319	2.4963e+006
1320	2.5454e+006
1320	3.0748e+006
1321	1.3938e+006
1321	1.9099e+006
1322	7.4462e+006
1322	8.5679e+006
1323	3.8693e+006
1323	3.9577e+006
1324	4.8386e+006
1324	4.616e+006
1325	2.271e+006
1325	2.5603e+006
1326	1.4219e+006
1326	1.738e+006
1327	2.1336e+006
1327	2.4609e+006
1328	4.4931e+006
1328	3.3801e+006
1329	9.7364e+005
1329	1.0087e+006
1330	3.4903e+006
1330	1.7632e+006
1331	2.1637e+006
1331	1.8343e+006
1332	2.5635e+006
1332	2.2607e+006
1333	4.5207e+006
1333	2.4942e+006
1334	5.1732e+006
1334	4.5651e+006
1335	1.5768e+006
1335	1.3328e+006
1336	3.7045e+006
1336	1.9243e+006
1337	2.9365e+006
1337	1.4792e+006
1338	1.5783e+006
1338	1.7376e+006
1339	3.4925e+006
1339	3.9248e+006
1340	6.0577e+006
1340	5.3605e+006
1341	2.7472e+006
1341	4.7112e+006
1342	1.3526e+006
1342	1.5276e+006
1343	5.124e+006
1343	5.2791e+006
1344	4.0797e+006
1344	3.9133e+006
1345	4.9783e+006
1345	2.2881e+006
1346	3.8857e+006
1346	4.889e+006
1347	0.
1347	0.
1348	0.
1348	0.
1349	0.
1349	0.
1350	0.
1350	0.
1351	2.0231e+006
1351	9.7575e+005
1352	2.4969e+006
1352	1.1313e+006
1353	0.
1353	0.
1354	1.3447e+006
1354	1.1667e+006
1355	1.9045e+006
1355	2.3649e+006
1356	0.
1356	0.
1357	0.
1357	0.
1358	0.
1358	0.
1359	0.
1359	0.
1360	0.
1360	0.
1361	0.
1361	0.
1362	0.
1362	0.
1363	0.
1363	0.
1364	0.
1364	0.
1365	0.
1365	0.
1366	0.
1366	0.
1367	0.
1367	0.
1368	0.
1368	0.
1369	0.
1369	0.
1370	0.
1370	0.
1371	0.
1371	0.
1372	0.
1372	0.
1373	0.
1373	0.
1374	0.
1374	0.
1375	0.
1375	0.
1376	0.
1376	0.
1377	0.
1377	0.
1378	0.
1378	0.
1379	0.
1379	0.
1380	0.
1380	0.
1381	0.
1381	0.
1382	0.
1382	0.
1383	1.4986e+005
1383	7.3557e+005
1384	1.9266e+005
1384	2.5192e+005
1385	0.
1385	0.
1386	0.
1386	0.
1387	0.
1387	0.
1388	2.2609e+006
1388	1.5481e+006
1389	1.3564e+006
1389	1.4934e+006
1390	58664
1390	57061
1391	7.4728e+005
1391	4.9307e+005
1392	0.
1392	0.
1393	0.
1393	0.
1394	0.
1394	0.
1395	0.
1395	0.
1396	0.
1396	0.
1397	0.
1397	0.
1398	0.
1398	0.
1399	0.
1399	0.
1400	0.
1400	0.
1401	0.
1401	0.
1402	0.
1402	0.
1403	0.
1403	0.
1404	0.
1404	0.
1405	0.
1405	0.
1406	0.
1406	0.
1407	0.
1407	0.
1408	0.
1408	0.
1409	0.
1409	0.
1410	0.
1410	0.
1411	0.
1411	0.
1412	0.
1412	0.
1413	0.
1413	0.
1414	0.
1414	0.
1415	0.
1415	0.
1416	0.
1416	0.
1417	0.
1417	0.
1418	0.
1418	0.
1419	0.
1419	0.
1420	0.
1420	0.
1421	1.3963e+006
1421	9.0997e+005
1422	0.
1422	0.
1423	0.
1423	0.
1424	0.
1424	0.
1425	0.
1425	0.
1426	0.
1426	0.
1427	0.
1427	0.
1428	0.
1428	0.
1429	0.
1429	0.
1430	0.
1430	0.
1431	0.
1431	0.
1432	0.
1432	0.
1433	0.
1433	0.
1434	0.
1434	0.
1435	0.
1435	0.
1436	0.
1436	0.
1437	0.
1437	0.
1438	0.
1438	0.
1439	0.
1439	0.
1440	0.
1440	0.
1441	0.
1441	0.
1442	0.
1442	0.
1443	0.
1443	0.
1444	0.
1444	0.
1445	0.
1445	0.
1446	0.
1446	0.
1447	0.
1447	0.
1448	0.
1448	0.
1449	0.
1449	0.
1450	0.
1450	0.
1451	0.
1451	0.
1452	0.
1452	0.
1453	0.
1453	0.
1454	0.
1454	0.
1455	0.
1455	0.
1456	0.
1456	0.
1457	0.
1457	0.
1458	0.
1458	0.
1459	0.
1459	0.
1460	0.
1460	0.
1461	0.
1461	0.
1462	0.
1462	0.
1463	0.
1463	0.
1464	0.
1464	0.
1465	0.
1465	0.
1466	0.
1466	0.
1467	0.
1467	0.
1468	0.
1468	0.
1469	0.
1469	0.
1470	0.
1470	0.
1471	0.
1471	0.
1472	0.
1472	0.
1473	0.
1473	0.
1474	0.
1474	0.
1475	3.4714e+005
1475	1.0689e+006
